aaa	工
akhm	匮 蒉 匱 蕢
akhc	鞁
akhh	鞐
akhk	䩞
akhq	䩤
akie	鞘
akif	鞺
akij	鞜 鞩
akik	鞝
akim	叵测 鞋油
akin	苦口婆心
akip	勤学
akiq	黄口小儿
akit	䩖
akiw	燕雀
akj	革
akjc	勒紧
akjf	鞸
akjg	靼 或是
akjh	或曰 鞮
akji	切中时弊
akjl	鞰
akjn	鞨
akjo	韅
akjs	落叶归根
akkm	颧 顴 鞼
akkb	鄿 酄 䕤 䩰
akkc	毆 敺
akke	鞙 勸
akkf	莒 匰 蕇
akkg	鹳 鞓
akkj	剾 飌
akkk	區 虈 䓵 䖀
akkn	萼 蕚
akko	鷗 鸛
akkp	䪈 䪋
akkq	觀
akkr	蘄
akkt	䕾
akkw	歡 歐
akky	甌 雚
akld	鞇
aklj	䪅
aklv	鞋跟 鞻
akmw	莴 靹
akmd	鞅
akmc	䩔
akme	颧骨
akmg	䩜
akmh	鞋帽
akmk	䪎
akmm	鞍山 燕山
akmq	觐见
akmu	蒷 䪆
aknf	靵
aknn	勤快 鞭尸
aknt	革履 䩛
akny	靶心
akoc	䩲
akoo	韀 䩾
akoq	鞭炮 鞋底
akoy	䪁
akpv	鞍
akpa	鞚
akpb	䩩
akpc	䩳
akpl	䩵
akpn	䩪 䪀
akpu	鞋袜
akpw	燕窝
akqo	鞠 䳬
akqb	䩕
akqc	䩓
akqd	或然
akqg	鞋印
akqi	燕尔 鞉
akqk	勤勉
akqm	鞍钢
akqn	鞄
akqq	鞔
akqy	鞫 韂 靮 䩚 䪌
akrh	靳
akrd	鞭挞
akrf	鞞
akrr	䩢
akrs	鞭打
akru	鞡
akrv	鞋垫
akry	䩝
aksa	鞋柜
aksf	靶标
aksh	靪
aksk	或可
aksm	靶机 䪂
aksp	切中要害 韆
aktj	鞒
aktc	鞭笞
aktd	惑乱
akte	勤务
aktk	鞽
aktm	鞠躬
aktn	䩐
akto	鞦
aktp	匮乏 䩠 䩥 䩼
akts	鞭策
aktt	落叶知秋
aktv	莴笋
akty	鞂
akuo	燕 鷰 㷼 䴏
akub	酀
akud	䪊
akuf	靽
akug	鞧
akuj	㬫
akuk	鞛
akul	䪍
akus	革新
akuv	嬊
akuy	䩷
akvi	䩮
akvk	鞀
akvn	勤恳 䪉
akvp	鞬
akvs	勤杂
akvy	靭 鞎 靱
akwx	靴
akwr	鞭
akwa	鞥
akwj	䩱
akwk	革命 鞈
akwn	䩺
akwo	靲 荶
akwp	勒令
akws	䩣
akwt	七嘴八舌
akww	勤俭
akwy	蓶
akxc	鞃
akxe	靿
akxh	靷
akxn	䩑
akxw	鞿
akya	苦口良药
akyb	鞟 鞹
akyg	䩧
akyi	燕京
akyt	或许 䪃
akyx	䩙
alf	苗
alpu	莲 蓮
alaw	蔑 莲花 㔴 䔬
alad	莲藕
alag	蔮
alai	菌落
alal	茵茵
alap	莲蓉
alat	萝莉 莲蓬
albb	苗子 莲子
albi	蘻
alck	莲台
alcx	藣
aldu	茵
aldf	䓢
aldh	世界大战
aldj	蘮
aldn	蒽
aler	莮
alfj	薯 蓒
alfe	薗
alff	䕉
alfk	䕸
alge	葨
algx	菌素
alhh	萝卜
alib	莲池
alj	莗
alk	匣
alkf	茴
allf	蘲
alli	虆
allj	䕽
alll	藟
alls	苗圃 蘽
almu	蕒
alnu	葸
alny	莲心
alow	莲座
alpa	苗寨 薎
alpb	鄸
alpc	蘉 䒐
alph	瞢
alpl	䠢
alpm	顭
alpq	夢
alps	苦思冥想
alpx	薨
alpy	甍 蔑视
alqu	萝
alqg	鹋
alqj	薥
alqo	鶓
alqt	花团锦簇
alrj	蔪
alsf	东跑西颠
alsg	世界杯
alsr	菌株
alss	苗木
altu	菌
alth	薯片
altj	茴香
altk	菌种 蕗
altq	蔑称
alts	苗条 薯条
alu	莡
alub	蔨
alud	苗头
alvv	匦 匭
alvf	蔞
alvt	藪
alwl	蒕
alwm	莔
alwu	苬
alxf	苗疆
alxi	蔂
alxx	菌丝
alxy	蘿
alye	苗裔
alyj	藅
alyt	苗族
amu	贡 貢 貣
amwu	黄 芮
amaa	英式
amae	苋菜 蕽
amaf	䒼
amal	黄莲
amap	黄莺
amaq	黄芪
amaw	黄花 䓦
amay	茼蒿
amb	芁
ambn	黄了
ambp	贡院
amce	英勇
amcu	芟
amdu	英 蘴
amdb	䣐
amdc	英雄
amde	黄历 㲟
amdk	黄石 花岗石
amdm	东风压倒西风 黄页
amdo	黄磷 鶧
amdq	䚆
amdw	贡奉
amdx	恐龙
amea	巩膜
amef	蓇
ameq	黄狗
amer	䕧
amet	黄毛
amff	苒 黄土 巫山云雨 斠 冓 䒣
amf	苖
amfb	匝地
amfc	英魂
amfh	英超
amfk	䓟
amfm	贡献 顜
amfp	遘
amfq	觏 覯
amfs	黄埔
amft	英才
amfy	英寸
amgk	茼 黄豆
amga	英武
amgf	东山再起
amgm	黄鹂
amgq	英烈
amgu	䔇
amgx	黄赌毒
amgy	黄斑
amhk	匝 萜
amhj	繭 芇
amhm	英制 顢
amht	黄牛
amhv	节骨眼
amhy	㒼
amic	英汉
amif	英法
amii	黄沙
amik	黄州
amim	黄油
amin	黄汤
amis	黄河 黄浦 黄酒
amit	黄海
amiv	黄粱
amiw	黄雀
amje	英明
amjf	英里
amjj	荝 萴
amjt	黄蜂
amkf	苘 黄叶
amkb	东风吹马耳
amkd	㔯
amkg	恐吓
amkk	贡品
amld	巩固
amlg	英国
amlm	黄轴
amlp	黄连
ammd	花岗岩
ammg	贡赋
ammh	黄巾
ammm	黄山
ammr	黄冈
ammv	蘡
amna	恐慌
amnb	䒻
amnd	恐怖
amnh	恐惧
amnk	萵
amnn	黄书
amnp	薖
amnr	恐怕
amnu	慐
amny	英尺
amog	黄精
amoo	牙周炎
amos	黄麻 黄灯
amov	匝数
ampl	英军
ampu	黄袍
ampw	黄鹤
amqb	苋
amqa	黄昏
amqc	黄色
amqg	黄鱼 黄鳝
amqk	英名
amqm	黄铜
amqq	黄金
amqu	英镑
amrc	黄瓜
amri	黄泉
amrn	英气
amrr	䒽
amrt	英挺
amsa	英模
amsg	黄酮
amsn	黄杨
amso	英杰
amst	黄梅
amsu	䒳
amtd	英籍 功败垂成
amtg	贡生
amth	黄牌 黄片
amtj	葻
amtk	黄种
amtl	英年
amtu	贡税
amug	英美
amuj	黄疸
amun	菵
amup	黄帝
amuq	英姿 黄酱
amut	黄道 匝道
amuy	黄羊
amvn	雅典娜
amvo	英灵
amwb	䵍
amwc	英俊
amwe	䵋 䵏
amwf	斢 黊 䵐
amwg	黈
amwj	䵎
amwk	黇
amwo	黅 鷬
amwq	黆
amww	英伦 䵌
amwx	英华 萞
amxv	黄绿
amyy	巩 英文 㼦
amyb	聓
amyc	英译
amyd	䂬
amyf	苦肉计 䒟
amyg	英语
amyj	蛩
amyk	鞏
amyl	英亩 跫 䡗
amym	恐高
amyn	恐
amyo	䊄
amyp	英豪
amyq	銎
amyr	㧬
amyt	䅃
amyu	芃
anv	世 戉
anb	艺
anab	苠
anae	蔬菜
anaf	巨著
anag	苦尽甘来
anaj	蔚蓝
anaq	艺苑
anar	巨匠
anbl	芑
anbb	巨子
anbg	世卫
anbh	䢹
anbm	䓛
anby	苦心孤诣
and	巨
andd	巨大
andk	巨石
andl	世面
andt	世故
andx	世袭 巨龙
andy	世态
aneb	燕尾服 荱
anef	匠心独运
aneh	匠心独具
anek	牙买加
anff	蔚 巨款
anf	苢
anfd	巨震
anfj	㓸 䒖
anfm	巨献
anfn	藯
anfr	斲
anfs	世博
anfu	䒭
anga	巨型
angf	䒒
angk	世事
anhk	蔬
anhb	艺龄
anhc	葭
anhf	葿
anhh	世上
anhm	巨制 䔫
anhp	蕸
anht	荍
ani	忒
anic	戈壁滩
aniy	巨浪
anjg	巨量
anjh	草履虫
anjj	螶
anjs	蔬果
anjt	巨星
anku	薜
ankl	葦
ankm	艺员
ankq	世兄
anks	蘗
ankt	巨响
anlf	慕尼黑
anlw	世界
anmu	贳 貰
anme	勚 勩
anmh	巨幅
anmr	世风
annn	蕊
annd	甘心情愿
anng	世情
annk	巨擘
anns	蘂
annw	㔵
anoh	攻心为上
anos	巨魔
anow	薪尽火传
anox	巨鹿
anpg	世家 巨富
anpt	巨额
anpv	迣
anpy	薄情寡义
anqd	蔚然
anqe	巨蟹
anqg	巨鲸
anqk	艺名
anqw	㰥
anqy	世贸
anrh	巨爪
ansh	世相
ansp	䢡
anss	艺林
ansu	艺校 枼
ansy	艺术
ante	世务
antg	世行
anth	芯片
antj	鞭辟入里
antr	苾
antx	世系
anu	芯
anuc	巨痛
anud	荬 巨头
anuj	世间
anul	巨兽
anuq	巨资
anur	世交
anus	世尊
anut	世道
anuw	七情六欲
anuy	著书立说
anvf	艺妓
anwe	蓼
anwa	世代
anwf	世传
anwi	巨剑 苍翠欲滴
anwm	劳民伤财
anwo	巨贪
anwq	巨像
anwt	巨作
anwu	芵
anwv	世仇
anww	世人 巨人 世俗 艺人
anwy	藋
anxa	苦心经营
anxb	苨
anxl	巨细
anxn	世纪
anye	蘹
anyf	䕜
anyo	巨变
anyu	荩
anyw	苡
anyy	恐怖主义
aosd	蘑 蘼
aoao	蔗
aoah	蓆
aoav	蘑菇
aoay	蒌蒿
aodc	蔚为大观
aodm	薠 蘱
aodn	蓭
aoec	蕿
aogo	薦
aogu	邪魔歪道
aoif	卧床不起
aoir	萎靡不振
aojf	蔊
aojh	萤火虫
aonv	东床快婿
aool	䑞
aoom	黄灿灿
aooo	蔗糖 藀
aoot	惹火烧身
aoou	菼
aopn	芝麻官
aopu	蒾
aoqu	邪魔外道
aoqv	敬业乐群
aoqy	菧 䓎
aorc	䕇
aosi	䕷
aosr	藦
aoss	蔴
aosw	薪火相传
aotl	䕰
aou	炗 苂
aouc	蔚为壮观 䕺
aouf	薱
aouo	薕
aovf	蒌
aovk	蓎
aovt	薮
aovw	菮
aowc	䕠
aowf	蓙
aoxf	薼
aoxl	藕断丝连
aoxo	藨 蘪
aoxx	蔍
aoyi	䕲
apu	芝
apfe	蒙 氋
apaa	劳工
apad	劳苦
apae	荣获 荤菜
apai	蒙蔽
apaj	荧幕
apak	荧惑
apap	蒙蒙
apar	营区 藆
apax	蒙药
apbf	茡
apbn	蒙了
apcc	营垒
apcw	蒙难
apcy	蒙骗
apdf	菪 荣辱
apdg	蒙古
apdi	藔
apdl	蒙面
apdn	藼
apdv	劳碌
aper	劳
aped	蒙胧
apee	花容月貌
apef	䒿
apeg	萓
apej	荤腥
apek	营造 劳驾
apen	劳力
apeo	藛
apep	蒙受
apew	蒙脸
apfb	营地
apfc	蔻 劳动
apfd	蓉城
apff	茔 蒄
apfg	芝士 鹲
apfi	营救 萗
apfo	鸏
apfq	莞
apft	劳教 蔲
apfu	荣幸
apfv	䓻
apgy	莹
apgb	劳顿
apgf	苎 荢
apgg	萱 茅塞顿开
apgh	萣
apgk	蒙逼
apgl	䔰
apgm	薲
apgn	东窗事发
apgw	蔩
apgx	荤素
aphj	荦
aphd	蒙眬
aphv	蒙眼
apiu	荥
apif	蒙尘
apij	蒙混
apim	荤油
apiq	荣耀 荧光
apiw	荣誉
apju	萤 蓂
apjf	蒙昧
apjv	荣归
apkk	营 营口
aplj	荤 葷
aplu	蒙圈
aplx	劳累
apmh	营帐
apmj	攻守同盟
apmy	蔻丹 䒮
apnf	菅 茕
apne	䔭
apng	萦怀
apnh	营收
apnj	藌
apnm	蔤
apns	薴
apnt	劳改
apnu	荧屏
apny	劳心
apou	荧
apod	劳烦
apog	营业
apoo	营火
apos	芝麻
apow	荣膺
appa	营寨
appl	劳军
appq	蒙冤
appy	劳神
apqg	莺
apqb	菀 䒞
apqc	黄褐色
apqf	蓥
apqi	营销 莞尔
apqk	劳逸
apqy	蒬
aprk	劳损
aprq	花容失色
aprr	莹白
apsu	荣
apsa	劳模
apsg	蒏
apsj	苧
apso	黄鹤楼
apsr	蒙板
apst	切实可行
apta	营长 荣升
aptb	䓨
aptc	营私
apte	劳务 营盘
aptg	营生
apth	蒙版
aptj	营利
aptm	劳役
apto	七窍生烟
aptx	萦系
apud	芝兰
apuh	蒙着
apuj	䔂
apuk	营部
apum	营商
apun	蒙羞 䕣
apuq	劳资
apuu	荣立
apuy	营养
apvf	营建 荌
apvq	甘之如饴
apvy	䒯
apwk	蓉 劳保
apwd	葖
apwe	䓖
apwg	荣登
apwi	䕓
apwj	蓿
apwt	劳作
apwu	茓
apww	蒙人
apwx	荣华 藭
apwy	蒙住 蒮
apxi	萦
apxa	萦绕
apyg	蒙语 䔃
apyl	䕐
apyn	营房
apyu	䔗
aqky	警 菟
aqv	匹 兂 旡
aqab	芪 䣟
aqaa	警戒
aqad	葱茏
aqah	鬵
aqai	或多或少
aqaj	敬慕 警匪 朁 蠶 㔆
aqam	䫬
aqan	警世
aqap	荷尔蒙
aqaq	葡萄 兓
aqar	茫然若失
aqaw	菊花 葱花 警花
aqax	芍药
aqay	茋
aqbb	苑
aqbg	警卫
aqbj	茒 䒢
aqbn	葾
aqbt	蒭
aqbw	警队
aqcu	芶
aqde	葱郁
aqdg	慕名而来 警犬
aqdm	蔚然成风
aqdo	䔳
aqdv	莫名其妙
aqdw	敬奉
aqdy	薝
aqef	萏 蔛
aqeb	警服
aqeg	苟且
aqeh	薢
aqej	葪
aqek	警告 敬告 敬贺
aqen	警力
aqep	敬爱
aqf	菳
aqfd	荡然无存
aqfi	警示
aqfm	敬献
aqfn	炁场
aqft	敬老
aqfw	匹夫
aqgf	鸢 茑
aqgj	蓟
aqgb	茚
aqgl	蔔
aqgu	藓
aqhh	敬上
aqhi	㔰
aqii	蒸馏水
aqil	茶饭不思
aqip	警觉
aqis	敬酒
aqit	苟活
aqjf	荀
aqjt	警监
aqjw	黄金时代
aqkf	苟 茗 茍
aqkt	敬
aqka	㢣
aqke	葂
aqkg	警号
aqkj	蟼
aqkm	警员
aqkn	憼
aqko	驚
aqkq	莬
aqkr	擎
aqks	檠
aqlf	警署 䓒
aqlg	敬畏 警车
aqlj	荈
aqmf	黄金周
aqmg	苟同
aqmm	花名册
aqmr	警风
aqmt	藑
aqmu	敬赠 萯
aqnb	苞
aqna	警民
aqng	警司
aqnh	荷包蛋
aqnj	警惕
aqnn	警局
aqnu	㤅
aqny	葱翠
aqou	菊 炁 蘚 蔦 鳶 䔡
aqog	敬业
aqoj	薊
aqol	敬烟
aqos	警灯
aqot	蘇
aqow	巨蟹座 芡粉
aqoy	苞米 䲨
aqpa	世锦赛
aqph	帶
aqpl	䠠
aqpn	警官 慸
aqpp	遰
aqpu	芡实
aqpv	苟安
aqpw	警察
aqpy	敬礼
aqqi	警兆
aqqj	花鸟鱼虫
aqqk	警钟 警句
aqqo	鴄
aqqu	茤
aqqy	䔙
aqrn	葱 䓤
aqrb	警报
aqrd	敬拜
aqre	匢
aqrj	匫
aqrm	萄
aqrp	警探
aqrr	芴 葱白
aqry	茐
aqsu	葡 警校
aqsa	警械
aqsg	匹配 警醒
aqsi	世外桃源
aqsj	警棍
aqsw	警枪
aqtb	茆
aqta	警长
aqtd	匹敌
aqte	警务
aqtg	敬重
aqtl	警备
aqtm	警笛
aqtq	警衔
aqts	节外生枝
aqtu	菊科
aqu	芕
aqud	葱头
aquh	擎着
aquj	敬意
aqve	警嫂
aqwu	芡
aqwc	敬颂
aqwh	敬候
aqwk	苟合
aqwm	敬佩
aqwq	敬仰
aqwv	蕵
aqww	苞谷
aqxa	匹练
aqxv	葱绿
aqxw	劳逸结合
aqxx	世贸组织
aqyu	芍
aqya	警诫
aqyg	敬请 敬语
aqyi	匛
aqyj	藰
aqyl	蒥
aqyn	警讯
aqyp	警亭
aqyq	警方
ari	区
aru	艾
araa	欧式
arae	芹菜 茱萸
araj	区划
arar	区区
arax	七擒七纵
arb	芞
arbj	欧阳
arbt	葼
arcb	葩
arcf	萚
arcy	蓏 苽
ardy	菝
ardf	䔌
ardh	莃
ardj	䔤
areg	区县
areo	蘤
arf	苩
arfa	区域
arfe	苍白无力
arfn	区块
arfq	欧元
arfw	荴
argy	瓯
argf	葟 茊
argh	蓵
argk	茩
argm	甘拜下风
argo	欧亚
arhm	㔸
arht	䕫
ariu	茱 艾滋 葲
aric	散兵游勇
arii	欧洲 暮气沉沉
aris	薬
arit	莏
arj	芹
arje	欧盟
arjg	匠师
arjh	䔶
arjj	苅
arjn	䔾
ark	匠
arkb	䔱
arke	区别
arkg	区号
arle	荡气回肠
arlf	蘀
arlo	蕪
armc	殴
armf	菗
armg	䔘
armw	区内 蒛
arnt	区属
arny	匠心
arpa	世乒赛
arpu	菦
arqw	欧
arqc	蒐
arqg	鸥
arqh	区外
arqn	菢
arqo	鴎 鴱
arqq	蔸
arqy	菂
arrj	䓆
arrn	匠气
arrp	萨拉热窝
arrr	藠
arrs	殴打
arru	䒝
arrw	颐指气使
arsc	蔱
arsj	䓭
arsr	东拉西扯
arsu	东拼西凑 蒱
artf	萆
arta	区长
artd	葀
artn	蓄势待发
aruf	殴斗 菈
arug	欧美
aruj	区间
arvc	蒑
arvk	萔
arvt	苛捐杂税
arvx	欧姆
arwd	区段
arwe	七手八脚
arwg	七扭八歪
arws	欧体
arwu	区位 七拼八凑 苵
arwv	区分
arww	匠人
arwx	欧化
arwy	蓷
arxb	区级
arxs	藥
arym	区市
aryt	薂
asf	茜
asu	莆 㭉
asak	藲
asar	莺歌燕舞
asca	黄梅戏
asdb	花样百出
asdi	䕩
asdu	芒刺在背
asdw	苯基
asep	苯胺
asfc	䓩
asff	荰 蓕 䓰
asfi	苛求 蔈
asfu	东西南北 蒪
asfy	薽 䕯
asgf	苯 莤
asgd	䔯
asge	䖆
asgg	苯环
asgh	苛政
asgm	苛责
asgn	蓜
asgo	蘸
ashf	葙
ashb	蒲松龄
asie	䔠
asjj	蕈
asj	艼
asjf	菄
askf	苛 莕
askj	䓶
askk	䔅
askm	藾
askp	藗 䔎
askt	䔩
askw	蔌
aslf	萰
asll	莆田
asmb	茦
asmj	莿
asmm	蕀
asmt	蓛
asns	苍松翠柏
asou	蘸料
aspg	艺术家
aspq	萙
aspx	荷枪实弹
asqu	莫可名状
asrj	菥
asre	䖇
asrn	花枝招展
assg	苯酚
assu	菻 䔁
astu	花样翻新
astx	䔦
asud	英格兰
asuh	蘸着
asvf	葽
aswc	菘
aswj	䕆
aswo	藮
aswt	茂林修竹
asww	萊
asxr	草木皆兵
asyn	苛刻
asyp	蒁
aty	攻
atgf	董 苼
atay	苌 蓬蒿
atab	鞭长莫及
atae	蕃茄
atag	蓬莱
atal	蕃薯
atam	萎黄
atan	草长莺飞
atat	蓬蓬
atax	医药
atbr	莠
atbb	菜篮子
atbc	攻取
atbp	医院
atbq	攻陷
atbu	孽障
atby	攻防
atcf	医圣
atdi	医 繄
atdc	殹
atdd	医大 䃜
atde	㬾
atdf	㙠 䒷
atdg	醫 鹥
atdh	攻破 瞖 莑
atdj	荞 䗟
atdk	蕎 㗨 䓡
atdm	贀
atdn	翳 悘
atdo	鷖 黳
atdp	蓬
atdq	攻克
atdu	芺 䒨
atdv	嫛
atdw	毉
atdy	薙 瑿
atec	蒰
atef	䕝
ateg	蒩 䓚
ateh	医用
atep	尧舜
atfj	芊 功德无量
atfa	菙
atfb	攻击
atfd	攻城
atfh	蓗
atfp	莛 蓬勃
atft	薐
atfx	䓙
atgq	尧
atgb	萎顿
atge	蘍
atgj	医理
atgk	董事 苟延残喘
atgn	翘
atgo	薰 薫
atgs	荇
atgt	荞麦
athh	蓰
atha	匴
athf	苲
athj	董卓 䕗
athk	攻占 䓘
athn	蒠
athp	莚
athq	鸦片战争
athw	翘盼
atic	医治
atie	蕱
atim	花生油
atip	医学
atis	葕
atjj	莉
atjc	攻坚
atjf	萫
atjg	工程师 医师
atjh	䔣
atjn	藒
atjr	英年早逝
atjs	䔧
atkc	萭
atkd	㦴
atkf	茖 萂
atkk	医患
atkn	医嘱
atky	莵
atlx	蓖
atlf	颐和园 䒸
atlg	共和国
atli	功德圆满
atln	蔥
atlt	攻略
atmt	薇 藢
atmc	䓈
atmd	薁
atmm	蘈
atnu	薛 鞠躬尽瘁
atnb	孽 䒗
atng	孽情
atnh	蒒 蘬
atnl	躠
atnn	医书 鞠躬尽瘁，死而后已
atno	糵
atns	蘖
atnt	医改
atnv	㔑 㜸
atny	攻心
atol	蕃
atos	萎靡 蓖麻
atou	萩
atoy	花生米
atpa	七年之病，求三年之艾
atpf	攻守
atpg	医务室 医家
atpr	菲律宾
atpu	䒦
atqs	蘅 蔾 䕔
atqi	藜
atqn	医馆 蘒
atqo	蘓
atqq	薄利多销 䔟
atqt	菞
atry	莪 医护
atrb	蓹
atrf	薭
atri	营私舞弊 蘌
atrs	攻打
atrv	攻势
atsa	花街柳巷 东躲西藏
atsg	戒备森严
atss	翘楚
atsw	蓬松
atsy	医术
attd	蓬乱
atte	医务
attf	医德
attg	医生 孽生
attk	孽种
attt	蕧
attu	医科 䔉
atu	䒘 䒩
atub	医疗
atud	攻关
atuf	苸 萪
atuh	翘着
atuq	花生酱
atut	翘首 蕛
atuu	苳
atvf	萎 葎
atvc	蘶
atvt	巧舌如簧
atvu	䓳
atvy	萟
atwa	攻伐
atwg	孽债
atwh	蓯
atwk	医保
atwm	医仙
atwo	䕴
atws	蒣
atwt	草船借箭
atwu	苦行僧
atwy	䕌
atxu	莓
atxi	蘩
atxj	劳务费
atxp	萎缩
atxx	孽缘
atya	藊
atyf	攻读 攻讦
atyj	翘课
atyn	翘望
atyt	萎谢
atyx	孽畜
auqf	蒋 蔣
auph	蒂
auab	菩萨
auaf	蒫
auai	获益匪浅
auaj	荓
auan	蒹葭
auas	䕈
auat	蒺藜
auay	蓬门荜户
aube	蒴
auce	蓘
aucq	萒
aucr	鞍前马后
auct	翘首以待
audb	菤
aude	蔫头耷脑
audo	卧病在床
audt	茁壮成长
auec	藙
aued	蘢
auef	蕑
aueg	花前月下
auej	葥
auf	菛 苙
aufd	蓬头垢面 匨
auff	英姿勃勃 莊 荘
aufi	草间求活
aufj	黄道吉日
aufk	蘠
aufn	藏头露尾
auft	蓤
augd	䓺
auge	燕瘦环肥
augf	东半球
augo	蓔
augt	颐养天年
augu	邪门歪道
augv	葁
augy	䕏
auhm	东北虎
auih	邯郸学步
auii	薪水
auik	共产党员
auip	共产党
auj	莘
aujf	萻 蕫 蕳
aujj	蔁
aujm	㔶
aujn	薏
aujq	荒郊野外 䔔
aujr	蕲
aukf	菩 蔄
aukb	蔀
auke	蔉
aukk	䕡
aukq	莌
aulg	东道国
aulj	共商国是
ault	蒙头转向
aumd	蔐
aumk	蔏
aump	藡
aumr	东北风
aunu	蕄
auon	英姿焕发
auoy	薏米
aupu	莫逆之交
aupy	蒡
auqw	茨
auqh	巧立名目
auqk	蒟
auqm	薋
auqn	薪饷
auqq	薪金
auru	茭 藏着掖着
aurc	藱
aurj	菩提
aurr	茭白
ausr	薪
ausf	䔿
ausg	薪酬
ausl	蘭
ausq	藽
ausu	䔵
ausy	项背相望
autd	蒺
aute	苏门答腊
auud	英姿飒爽
auuq	薪资
auvo	蒹
auvf	菨 蔅
auwy	蔺 藺
auwd	薪俸
auxb	苝
auxe	花拳绣腿
auyg	东道主
auyv	䕞
auyy	共产主义
avt	切 㓛
avhw	萧
avae	切菜
avaf	蕁
avaj	切莫
avaq	蔇
avav	切切
avay	若即若离
avb	艽
avbf	䒵
avbj	莭
avbw	切除
avco	巧妇难为无米之炊
avdf	菇 薅
avdl	切面
avdu	切磋
avdy	切碎 䓼
avec	䕅
avef	切肤
avel	花好月圆
avet	切腹
avey	切脉
avfu	荨
avff	萧墙
avfj	蕭
avfn	切块
avfp	萧索
avga	切开
avgg	萧瑟
avgj	茟
avgl	葘
avhb	切齿
avhk	切点
avhl	藎
avie	切削
avis	萧洒
avit	甘肃省
aviu	菉
avjg	切题
avkf	茹 苕
avkh	切中
avki	蕠
avkk	切口
avkr	蒘
avlf	菑
avmm	萧山
avnh	萧疏
avnn	切忌
avoj	䔥
avon	切断
avos	荨麻
avou	切糕
avpd	切割
avph	菷
avpu	切实
avqd	萧然
avqr	切勿
avr	芀
avrp	切近
avrq	切换
avta	䒲
avth	切片
avtk	莙
avtm	切身
avto	蔒
avtr	芛
avts	萧条
avty	切入
avu	茛
avuj	切音
avum	萧飒
avvf	䓸
avvh	鹊巢鸠占
avvv	茘 葌
avwk	切合
avwv	切分
avxg	切线
avxx	切丝
avyu	芄
avye	袃
avyh	䔼
avyn	切记 荵
avyo	切变
avyw	切诊
awu	共 䒔
awxb	花 芲
awaa	花式
awac	花茎
awae	花菜
awaf	花蕾 蓓蕾
awag	花巧
awai	苍茫 雅俗共赏
awaj	花草
awak	花萼
awal	花苗
awam	蒲公英
awan	花蕊 茶艺
awao	荼蘼
awap	苁蓉
awaq	恭敬
awar	花匠
awat	巫医
awau	芥蒂 茷 䒫
awaw	荷花 茶花 葵花
awax	勤俭节约
away	荟萃 芬芳
awbb	苍 巷子
awbc	共聚
awbd	巷陌
awbg	苍耳 戍卫
awbh	䢼
awbr	芿
awbx	工人阶级
awcn	蓊 巫马 䓗
awca	苍劲
awce	共通
awct	葰
awdu	茯
awdc	葮
awdd	茶碱
awdh	共存
awdk	蒋介石
awdm	花布
awdp	茶碗
awds	花厅
awdv	茶肆
awdw	花期
awdx	苍龙
awea	花猫
awec	花肥
aweh	共用
awej	匬 萮
awek	恭贺
awel	共有
awep	花边 戍边 花腔
awew	花脸
awey	苍狼
awfi	蔡
awfa	花卉
awfc	荟
awfd	共需
awff	茌 花坛 芢
awfh	共赴
awfj	共进
awfk	恭喜
awfn	茶场
awfo	荷塘
awfp	茶壶
awfr	茶垢
awft	苍老
awfu	苻
awfy	茶坊
awgd	葵 苍天
awga	花开
awge	蒨
awgf	荃
awgg	花环
awgk	共事
awgs	芥末
awgu	䔲
awgx	荼毒
awgy	花斑
awht	莜
awhe	蓨 蓚
awhk	茶点 巷战
awhs	蓧
awhv	花眼
awhw	茶具
awi	戍
awib	花池
awic	荷泽
awid	范仲淹
awif	莶
awig	茶渍
awih	巫婆
awii	茶水
awim	茶油
awin	茶汤
awio	共渡
awip	共赏 共党
awiq	花光
awis	花洒
awit	蔹 花海
awiu	苶 㳟
awjj	芥
awjg	巫师 花旦
awjk	苍蝇
awjl	巫蛊
awjt	莅临
awju	蛬
awjy	花影
awks	葆
awka	葊 蘥
awkc	茶吧 䢽
awkd	恭顺 匼
awke	藵
awkf	茶叶 荷叶 荅
awkh	茽
awki	花哨
awkj	剳
awkk	巷口
awkq	共鸣
awkr	恭听
awkt	蘞
awkw	匳 薟 蘝
awld	共轭
awlf	花园 茶园
awlg	花车
awlh	花甲
awlj	輂 薈
awlm	茶轴
awls	花圃
awlt	花轿
awlu	花圈
awma	菕
awmf	花雕
awmg	共同
awmj	苮
awmm	巫山
awms	花朵
awmt	茶几
awnu	恭 花屏
awnb	巷
awna	花展
awnd	共居 葔
awnt	共性
awnw	苟全性命
awny	苍翠 花心
awob	芩 花籽
awoa	共度
awof	茶庄
awoh	花店
awoj	花烛
awok	莟
awon	菍
awoo	花火
awop	落袋为安
awoq	花炮
awos	花灯
awow	花粉 茶座 苍鹰
awoy	茶炉
awpu	苓 花被
awpf	花冠
awpg	工作室 茶室
awpk	荣华富贵
awpl	共军
awpm	世俗之见 䕘
awpn	花蜜
awpw	苍穹
awpy	恭祝
awqb	恭迎
awqc	花色 茶色
awqf	花针
awqg	花钱 花鸟
awqi	花销
awqk	共勉
awqn	茶馆 荷包 花饰
awqo	䳍
awqr	茶余饭后
awqt	花儿 茶锈
awqu	花镜
awrc	茶摊
awrd	共振
awrj	拲
awrl	共舞
awrp	勤俭持家
awrq	花魁
awrr	苍白 花白
awrv	花招
